haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita','desvio padrão histograma','mediana histograma','curtose histograma','variancia histograma',classe
0.108637,0.096008,0.665569,0.092607,0.460993,0.40401,0.094038,0.363974,0.445473,0.486418,0.318815,0.62438,0.726571,1,0.914513,0.187006,0.425676,0.172855,0.197319,0.183379,0.904664,0.014985,0.025561,0.00805,0.003852,0.247103,0.375,0.110816,0.247103,Alvaro_Uribe
0.007222,0.527605,0.609224,0.444291,0.134106,0.538673,0.438584,0.79435,0.909301,0.080051,0.793581,0.45076,0.931685,1,0.914513,0.597278,0.506757,0.048996,0.447565,0.248252,0.896114,0.324594,0.247593,0.529896,0,0.226974,0.5,0.21984,0.226974,Alvaro_Uribe
0.086283,0.150423,0.855617,0.337294,0.496069,0.579,0.342046,0.68731,0.591328,0.284271,0.377206,0.204668,0.970579,1,0.914513,0.496435,0.608108,0.17774,0.342468,0.432435,0.864334,0.720649,0.533662,0.420899,0.658771,0.413937,0,0.121219,0.413937,Alvaro_Uribe
0.024224,0.232923,0.821128,0.412547,0.281932,0.231801,0.416105,0.77783,0.806405,0.245278,0.557901,0.37203,0.945335,1,0.914513,0.5649,0.27027,0.049479,0.727248,0.207833,0.825953,0.006805,0.1404,0.000329,0,0.388343,0.25,0.1587,0.388343,Alvaro_Uribe
0.144261,0.206086,0.946034,0.8246,0.406709,0.361609,0.837744,0.797193,0.709202,0.173307,0.509372,0.172946,0.986411,1,0.914513,0.89368,0.263514,0.103968,0.86728,0.382968,0.76219,0.010957,0,0.160544,0.126428,0.437521,0.25,0.163747,0.437521,Alvaro_Uribe
0.009521,0.42131,0.695333,0.449616,0.188217,0.582385,0.447605,0.828674,0.901045,0.109766,0.722534,0.396526,0.947913,1,0.914513,0.594922,0.574324,0.051099,0.413327,0.203516,0.907688,0.593801,0.516868,0.591286,0.664898,0.415811,0.25,0.160885,0.415811,Alvaro_Uribe
0.03082,0.471499,0.820548,0.79307,0.33698,0.559441,0.796604,0.862797,0.810673,0.14487,0.693876,0.194552,0.988347,1,0.914513,0.866929,0.567568,0.006648,0.628425,0.441067,0.803568,0.546556,0.002229,0.490047,0.311636,0.152937,0.5,0.075819,0.152937,Alvaro_Uribe
0.091497,0.167901,0.575388,0.121312,0.419364,0.427366,0.120924,0.432535,0.514108,0.355296,0.408435,0.587896,0.782057,1,0.914513,0.23354,0.432432,0.14058,0.225031,0.388659,0.898426,0.016248,0.16979,0.000049,0.000012,0.235765,0.5,0.182956,0.235765,Alvaro_Uribe
0.053787,0.296523,0.627913,0.259431,0.313412,0.667822,0.257618,0.55684,0.646167,0.184411,0.542377,0.526534,0.855135,1,0.914513,0.41598,0.675676,0.288093,0.243772,0.380983,0.860479,0.773522,0.87243,0.798107,0.694857,0.412277,0.5,0.369374,0.412277,Alvaro_Uribe
0.051457,0.400326,0.618619,0.343176,0.265602,0.588812,0.339628,0.662451,0.738394,0.113021,0.691079,0.443973,0.913431,1,0.914513,0.500053,0.567568,0.176911,0.33921,0.325116,0.925057,0.015423,0.602588,0.430084,0.595405,0.107875,0.5,0.068356,0.107875,Alvaro_Uribe
0.043397,0.167312,0.752951,0.225997,0.286744,0.343639,0.227835,0.633106,0.708013,0.204452,0.487319,0.478655,0.890888,1,0.914513,0.36844,0.358108,0.122659,0.403772,0.170855,0.881978,0.00793,0,0.00261,0.000037,0.261337,0.25,0.056937,0.261337,Alvaro_Uribe
0.049861,0.197408,0.706524,0.221616,0.261617,0.657209,0.222347,0.564201,0.681734,0.145629,0.532897,0.5767,0.828552,1,0.914513,0.367448,0.614865,0.165374,0.213502,0.105315,0.916007,0.705251,0.58652,0.623731,0.016056,0.163321,0.25,0.050732,0.163321,Alvaro_Uribe
0.025365,0.296555,0.787833,0.445106,0.263014,0.615662,0.447205,0.835484,0.820802,0.136993,0.614384,0.275897,0.972913,1,0.914513,0.595067,0.614865,0.091791,0.389131,0.321853,0.873146,0.683236,0.661861,0.625159,0.636479,0.203522,0.25,0.067843,0.203522,Alvaro_Uribe
0.632043,0.171062,0.66509,0.165591,1,0.518261,0.166029,0.15082,0,0.758093,0.171629,0.32019,0.852273,1,0.914513,0.289903,0.594595,0.058626,0.223743,0.918878,0.817192,0.686551,0,0.637149,0.524297,0.163371,0.5,0.149192,0.163371,Amelie_Mauresmo
0.043198,0.204909,0.737885,0.257575,0.266518,0.373608,0.258811,0.644595,0.724179,0.266559,0.524898,0.495444,0.883837,1,0.914513,0.40561,0.391892,0.089912,0.41552,0.215466,0.88854,0.168076,0.000099,0.012661,0,0.316116,0.25,0.166566,0.316116,Amelie_Mauresmo
0.118699,0.25204,0.768894,0.353119,0.506627,0.462774,0.35478,0.593919,0.538258,0.337439,0.462772,0.296903,0.943867,1,0.914513,0.502205,0.391892,0.05901,0.426452,0.594924,0.772933,0.397831,0.212847,0.376354,0,0.177617,0.25,0.028828,0.177617,Amelie_Mauresmo
0.040903,0.287003,0.773089,0.40636,0.337175,0.431108,0.407964,0.767187,0.766722,0.197273,0.577388,0.316769,0.959722,1,0.914513,0.557091,0.358108,0.047836,0.500166,0.388231,0.826547,0.373977,0,0.42529,0.260779,0.255843,0.25,0.107341,0.255843,Amelie_Mauresmo
0.006334,0.674527,0.713419,0.757749,0.165241,0.615743,0.753695,0.933729,0.946893,0.052006,0.874477,0.269469,0.982208,1,0.914513,0.839999,0.635135,0.047909,0.565651,0.302324,0.91763,0.594076,0.531557,0.588286,0,0.298993,0.25,0.087652,0.298993,Amelie_Mauresmo
0.032309,0.490176,0.582487,0.384882,0.257648,0.53754,0.379185,0.734576,0.776742,0.157159,0.682079,0.385419,0.939627,1,0.914513,0.537441,0.567568,0.116582,0.402955,0.364575,0.913204,0.585895,0.515637,0.595738,0.674472,0.448501,0.25,0.220257,0.448501,Amelie_Mauresmo
0.055735,0.308056,0.654816,0.290793,0.389153,0.231507,0.289252,0.667413,0.687313,0.246929,0.554004,0.373627,0.934549,1,0.914513,0.442588,0.243243,0.127453,0.600369,0.543545,0.75928,0.005629,0,0,0,0.50533,0.25,0.349143,0.50533,Amelie_Mauresmo
0.10006,0.281086,0.741159,0.352747,0.459601,0.46045,0.353421,0.659929,0.591486,0.234117,0.528211,0.250714,0.962179,1,0.914513,0.504973,0.439189,0.123246,0.430592,0.4736,0.858794,0.320929,0,0.311305,0.157866,0.250527,0.25,0.059219,0.250527,Amelie_Mauresmo
0.020022,0.569345,0.723088,0.661174,0.156905,0.5997,0.65863,0.839687,0.868547,0.071274,0.821424,0.334225,0.963636,1,0.914513,0.775397,0.702703,0.059195,0.53305,0.268853,0.893451,0.667075,0.598882,0.65936,0.000049,0.552951,0.25,0.394468,0.552951,Amelie_Mauresmo
0.028955,0.452796,0.695807,0.483036,0.28669,0.420638,0.480667,0.825884,0.826601,0.169992,0.674502,0.291688,0.97021,1,0.914513,0.620903,0.459459,0.050749,0.562199,0.430464,0.871581,0.443725,0.260004,0.415227,0,0.232783,0.5,0.055757,0.232783,Amelie_Mauresmo
0.031266,0.277176,0.83866,0.524975,0.291665,0.462084,0.52941,0.828539,0.792765,0.234735,0.577058,0.252552,0.975847,1,0.914513,0.65709,0.5,0.061363,0.552366,0.331375,0.826562,0.428727,0.313009,0.523712,0,0.399813,0.25,0.119242,0.399813,Amelie_Mauresmo
0.085706,0.381991,0.779412,0.54744,0.392991,0.373851,0.548815,0.705873,0.636711,0.200608,0.571935,0.226414,0.971063,1,0.914513,0.687127,0.277027,0.087697,0.666082,0.605604,0.722532,0.324644,0.106491,0.226959,0,0.351556,0.25,0.191919,0.351556,Amelie_Mauresmo
0.059654,0.352038,0.594702,0.281775,0.22337,0.605356,0.278561,0.553385,0.674222,0.193285,0.655752,0.590188,0.816321,1,0.914513,0.429414,0.675676,0.063762,0.282119,0.233606,0.875995,0.71068,0.556515,0.661141,0.813948,0.35576,0.5,0.38629,0.35576,Amelie_Mauresmo
0.038133,0.302957,0.752774,0.395278,0.288386,0.496231,0.396111,0.727623,0.742557,0.225268,0.599805,0.369024,0.940162,1,0.914513,0.543379,0.547297,0.117109,0.434215,0.350703,0.907688,0.565344,0.493955,0.000598,0.001602,0.296151,0.25,0.051675,0.296151,Amelie_Mauresmo
0.051637,0.17688,0.871238,0.42172,0.379591,0.537702,0.427359,0.772363,0.701219,0.243775,0.441485,0.204576,0.979439,1,0.914513,0.567005,0.459459,0.08086,0.421923,0.434925,0.803493,0.424587,0.000505,0.437756,0.226344,0.302011,0.25,0.041521,0.302011,Amelie_Mauresmo
0.040553,0.275687,0.759407,0.370557,0.351001,0.61144,0.371788,0.744328,0.733455,0.236172,0.538015,0.307176,0.9592,1,0.914513,0.52012,0.594595,0.085906,0.342948,0.42948,0.869682,0.659808,0.622904,0.670558,0.698073,0.192458,0.25,0.066012,0.192458,Amelie_Mauresmo
0.12471,0.34349,0.636303,0.307761,0.57504,0.347401,0.305383,0.651552,0.578174,0.257596,0.518022,0.237006,0.963345,1,0.914513,0.459727,0.324324,0.159047,0.487606,0.686383,0.816068,0.004328,0.113669,0.189769,0,0.253147,0.25,0.003852,0.253147,Amelie_Mauresmo
0.041309,0.208577,0.717775,0.24288,0.299102,0.529118,0.243683,0.638945,0.718835,0.222689,0.523953,0.495946,0.885228,1,0.914513,0.386218,0.493243,0.071959,0.291768,0.242741,0.901452,0.444613,0,0.488632,0.326897,0.319258,0.5,0.161312,0.319258,Amelie_Mauresmo
0.046432,0.174019,0.807689,0.297724,0.403126,0.308148,0.300848,0.703164,0.696146,0.369468,0.423353,0.334449,0.94676,1,0.914513,0.447517,0.297297,0.061841,0.515147,0.363309,0.801423,0.262077,0,0.284312,0.138803,0.369335,0.25,0.099745,0.369335,Amelie_Mauresmo
0.056988,0.1526,0.838237,0.309271,0.422802,0.242858,0.31336,0.676401,0.670371,0.377489,0.411432,0.342224,0.942506,1,0.914513,0.457213,0.222973,0.046008,0.597629,0.427329,0.786669,0.001213,0.000406,0,0.116792,0.356958,0,0.102348,0.356958,Amelie_Mauresmo
0.048049,0.388666,0.471794,0.234163,0.255177,0.33547,0.228712,0.561423,0.68734,0.173088,0.664418,0.582749,0.825654,1,0.914513,0.374587,0.378378,0.153991,0.416503,0.312953,0.873281,0.064906,0.000197,0.000561,0,0.137553,0.5,0.217871,0.137553,Andre_Agassi
0.00706,0.451551,0.689092,0.472947,0.104964,0.321781,0.470408,0.82812,0.925574,0.070844,0.794548,0.42651,0.942001,1,0.914513,0.62196,0.297297,0.051467,0.664026,0.135115,0.882026,0.172804,0.138368,0.002025,0.012705,0.089528,0.5,0.104724,0.089528,Andre_Agassi
0.043996,0.309515,0.715278,0.354123,0.335418,0.4985,0.353867,0.700173,0.737158,0.173452,0.597385,0.389856,0.933073,1,0.914513,0.510477,0.52027,0.079104,0.407689,0.394793,0.889947,0.284667,0,0.027322,0.326665,0.166214,0.25,0.069004,0.166214,Andre_Agassi
0.04356,0.280261,0.516604,0.181256,0.278101,0.332616,0.178344,0.534087,0.699296,0.279491,0.59155,0.662637,0.755144,1,0.914513,0.308844,0.351351,0.068494,0.354927,0.215135,0.876707,0.012171,0.1478,0.002598,0.000758,0.175246,0.5,0.111924,0.175246,Andre_Agassi
0.057278,0.34606,0.610118,0.288316,0.331134,0.40841,0.285442,0.634628,0.666222,0.178833,0.601735,0.417796,0.915097,1,0.914513,0.439208,0.439189,0.184273,0.412743,0.330842,0.904088,0.244177,0.020771,0.285592,0.116425,0.113027,0.5,0.139585,0.113027,Andre_Agassi
0.047271,0.154017,0.806465,0.265441,0.381664,0.647629,0.268558,0.673982,0.679114,0.25938,0.405279,0.358025,0.936851,1,0.914513,0.409789,0.641892,0.096692,0.247014,0.24795,0.852937,0.657119,0.735342,0.737571,0.643119,0.335865,0.25,0.131904,0.335865,Andre_Agassi
0.015281,0.4389,0.802509,0.68524,0.198228,0.411876,0.687601,0.89678,0.895312,0.085468,0.741917,0.262618,0.980123,1,0.914513,0.789202,0.445946,0.074249,0.71359,0.220058,0.878552,0.212018,0.300906,0.022029,0.012302,0.479047,0.25,0.211608,0.479047,Andre_Agassi
0.136295,0.120899,0.699447,0.134502,0.512382,0.335861,0.135977,0.332814,0.378554,0.505063,0.312937,0.587298,0.74233,1,0.914513,0.259026,0.391892,0.228927,0.308659,0.268239,0.853084,0.007555,0,0,0.023124,0.115355,0.5,0.029284,0.115355,Andre_Agassi
0.042512,0.402152,0.561429,0.298038,0.263359,0.524522,0.293478,0.672012,0.740034,0.132489,0.665117,0.45389,0.908337,1,0.914513,0.450945,0.554054,0.152339,0.342193,0.262782,0.91435,0.405436,0.470696,0.643101,0.576231,0.15273,0.5,0.121975,0.15273,Andre_Agassi
0.020403,0.593246,0.605357,0.495979,0.203757,0.338978,0.489149,0.821988,0.859536,0.075701,0.810287,0.341542,0.960506,1,0.914513,0.642556,0.317568,0.106355,0.669974,0.29684,0.864367,0.125059,0.108818,0.287227,0.000098,0.155826,0.5,0.12842,0.155826,Andre_Agassi
0.031732,0.41056,0.497935,0.263016,0.230552,0.519667,0.257435,0.64374,0.775235,0.159999,0.683453,0.539482,0.869192,1,0.914513,0.407729,0.527027,0.079489,0.311545,0.267817,0.914612,0.361894,0.483969,0.592006,0.446978,0.133066,0.25,0.079307,0.133066,Andre_Agassi
0.011206,0.431752,0.629917,0.381452,0.138901,0.317993,0.377652,0.777085,0.884578,0.072561,0.747373,0.454707,0.926043,1,0.914513,0.532105,0.310811,0.100021,0.581591,0.219763,0.86792,0.150301,0.015107,0.015088,0.096909,0.089274,0.5,0.074388,0.089274,Andre_Agassi
0.024805,0.315279,0.723514,0.370333,0.18765,0.429971,0.370225,0.712268,0.806773,0.175368,0.666766,0.479918,0.905133,1,0.914513,0.520263,0.493243,0.07613,0.465489,0.141956,0.905965,0.172667,0.345872,0.034409,0.314706,0.263039,0.25,0.084098,0.263039,Andre_Agassi
0.124628,0.112025,0.745109,0.151288,0.515202,0.374693,0.153415,0.443501,0.433301,0.338943,0.310496,0.433777,0.868983,1,0.914513,0.277107,0.378378,0.272998,0.292623,0.334814,0.76188,0.158282,0.000062,0.152469,0.030681,0.084509,0.5,0.048031,0.084509,Andre_Agassi
0.045497,0.324853,0.570123,0.243665,0.248259,0.447334,0.240565,0.592569,0.699172,0.218895,0.617767,0.546382,0.853581,1,0.914513,0.395493,0.486486,0.128408,0.350937,0.209822,0.908901,0.288507,0,0.011514,0.38086,0.244055,0.5,0.231706,0.244055,Andre_Agassi
0.047912,0.128592,0.838496,0.268472,0.35727,0.370493,0.27251,0.650785,0.664989,0.3472,0.376951,0.391231,0.921906,1,0.914513,0.417985,0.344595,0.070714,0.424263,0.305362,0.80596,0.224777,0.001182,0.296838,0.116694,0.621669,0.25,0.586921,0.621669,Andre_Agassi
0.062598,0.27659,0.724432,0.327144,0.367334,0.421311,0.327429,0.637121,0.672543,0.292806,0.56059,0.418617,0.915432,1,0.914513,0.479912,0.493243,0.045567,0.440138,0.260903,0.878521,0.371538,0.29012,0.503379,0,0.410994,0.5,0.333412,0.410994,Andre_Agassi
0.070995,0.184647,0.694348,0.198115,0.392274,0.291008,0.198781,0.570885,0.591207,0.269212,0.408215,0.429689,0.898504,1,0.914513,0.331761,0.290541,0.185345,0.412611,0.445434,0.77314,0.098016,0.068175,0,0,0.144479,0.25,0.026847,0.144479,Andre_Agassi
0.037655,0.253669,0.657689,0.240797,0.302678,0.273717,0.240036,0.630824,0.725852,0.339191,0.544637,0.524662,0.86687,1,0.914513,0.385529,0.293919,0.069308,0.485732,0.263222,0.824074,0.098742,0.000197,0,0.118687,0.245889,0.25,0.182479,0.245889,Andre_Agassi
0.089372,0.153142,0.697354,0.166777,0.360428,0.184358,0.167844,0.491566,0.546572,0.2865,0.426986,0.523008,0.834392,1,0.914513,0.293397,0.182432,0.196977,0.478403,0.24243,0.700135,0.020726,0.011143,0,0.000318,0.278901,0.25,0.160992,0.278901,Andre_Agassi
0.061688,0.176125,0.838082,0.350818,0.371998,0.459971,0.354989,0.640979,0.633233,0.357377,0.447931,0.362755,0.931263,1,0.914513,0.511543,0.527027,0.10323,0.438988,0.222404,0.86792,0.504678,0.337905,0.435329,0,0.405521,0.25,0.146035,0.405521,Angelina_Jolie
0.127131,0.161057,0.454364,0.079982,0.412444,0.51816,0.078954,0.302556,0.42281,0.362475,0.400304,0.711802,0.617266,1,0.914513,0.167402,0.533784,0.243116,0.129598,0.304663,0.92836,0.594201,0.516733,0.524554,0,0.213794,0.25,0.054471,0.213794,Angelina_Jolie
0.046236,0.432347,0.858475,0.875934,0.283678,0.30159,0.882534,0.875127,0.81155,0.146169,0.71453,0.192421,0.988748,0.988284,1,0.921421,0.371622,0.009685,0.990946,0.310934,0.881708,0.401408,0.000259,0.23235,0.147729,0.46054,0.25,0.196174,0.46054,Angelina_Jolie
0.02349,0.271351,0.73183,0.329759,0.216916,0.549729,0.330276,0.707242,0.80614,0.175543,0.611397,0.493438,0.899848,1,0.914513,0.483712,0.581081,0.050199,0.351185,0.136212,0.906098,0.624234,0.592763,0.572185,0.597459,0.178606,0.25,0.02494,0.178606,Angelina_Jolie
0.036201,0.168402,0.856353,0.373062,0.279751,0.523046,0.377962,0.694747,0.724026,0.238193,0.501849,0.394763,0.929138,1,0.914513,0.537374,0.540541,0.160106,0.413561,0.108484,0.907588,0.377617,0.520808,0.015832,0.470554,0.661774,0,0.205051,0.661774,Angelina_Jolie
0.087573,0.119957,0.787834,0.195887,0.50848,0.629956,0.198687,0.526784,0.523083,0.419736,0.306743,0.415458,0.895397,1,0.914513,0.335338,0.662162,0.117417,0.205604,0.265044,0.806224,0.715195,0.577643,0.731972,0,0.363014,0.25,0.087782,0.363014,Angelina_Jolie
0.054762,0.438154,0.77623,0.618988,0.295134,0.923135,0.619978,0.738189,0.738816,0.115139,0.69983,0.326664,0.953735,1,0.914513,0.757961,0.959459,0.247578,0.337898,0.363434,0.73456,0.901571,0.939435,0.903798,0.867495,0.672376,0,0.41971,0.672376,Angelina_Jolie
0.034251,0.35377,0.697585,0.381492,0.341347,0.534633,0.380322,0.724325,0.746913,0.236932,0.557915,0.367281,0.942691,1,0.914513,0.539811,0.547297,0.070738,0.407616,0.398106,0.899391,0.51516,0,0.598044,0.566228,0.512164,0.25,0.332241,0.512164,Angelina_Jolie
0.044325,0.285994,0.730525,0.34663,0.232016,0.7198,0.347009,0.643741,0.69647,0.174592,0.576438,0.441241,0.906861,1,0.914513,0.513898,0.75,0.239453,0.285479,0.166251,0.828673,0.830786,0.869253,0.831748,0.800484,0.712074,0.25,0.560238,0.712074,Angelina_Jolie
0.10079,0.065693,0.83058,0.15268,0.497549,0.277881,0.156398,0.498455,0.489598,0.487228,0.245356,0.417861,0.884738,1,0.914513,0.278221,0.304054,0.144743,0.370287,0.24291,0.700356,0.048595,0,0,0.013414,0.418689,0.125,0.08782,0.418689,Angelina_Jolie
