haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,'desvio padrao',mediana,curtose,variância,lacunaridade,'dimensao fractal','sucolaridade de cima para baixo','sucolaridade da direita para a esquerda','sucolaridade de baixo para cima','sucolaridade da esquerda para a direita','desvio padrão histograma','mediana histograma','curtose histograma','variancia histograma',classe
0.027503,0.310111,0.803715,0.531744,0.327661,0.335636,0.528816,0.823654,0.826449,0.169833,0.625877,0.3044,0.967089,1,0.844145,0.67695,0.337662,0.023701,0.643674,0.377645,0.842121,0.305787,0.000185,0.000464,0.196409,0.115518,0.6,0.111714,0.115518,Alejandro_Toledo
0.03339,0.24231,0.524099,0.178851,0.218809,0.490164,0.172723,0.588844,0.742531,0.189028,0.59858,0.664488,0.781908,1,0.844145,0.325536,0.487013,0.119536,0.24116,0.237646,0.929382,0.207336,0.01017,0.015649,0.150352,0.148315,0.6,0.199586,0.148315,Alejandro_Toledo
0.058078,0.169233,0.661511,0.177492,0.352272,0.47708,0.174151,0.556631,0.661051,0.286091,0.506971,0.597971,0.811672,1,0.844145,0.324415,0.467532,0.103348,0.245997,0.201954,0.873714,0.310057,0.443793,0.45443,0.309961,0.191427,0.6,0.163177,0.191427,Alejandro_Toledo
0.049708,0.14807,0.59129,0.125056,0.316632,0.714601,0.121666,0.477843,0.643642,0.235077,0.482428,0.757095,0.663606,1,0.844145,0.247786,0.701299,0.055222,0.109643,0.176456,0.867932,0.753079,0.876087,0.82954,0.703846,0.092565,0.8,0.174039,0.092565,Alejandro_Toledo
0.021763,0.298872,0.774777,0.457882,0.154572,0.43211,0.454171,0.805188,0.853132,0.098031,0.680685,0.381053,0.949799,1,0.844145,0.621096,0.337662,0.092824,0.503614,0.132236,0.847483,0.190282,0.000357,0.001183,0.296736,0.199349,0.4,0.104096,0.199349,Alejandro_Toledo
0.023605,0.314945,0.622291,0.299359,0.209984,0.541535,0.292422,0.725526,0.82475,0.122168,0.664019,0.490473,0.90825,1,0.844145,0.468093,0.506494,0.101421,0.316709,0.354,0.875347,0.357,0.493905,0,0.000024,0.121973,0.6,0.085529,0.121973,Alejandro_Toledo
0.094958,0.10916,0.666987,0.115739,0.36252,0.385735,0.113691,0.405683,0.486961,0.309914,0.377173,0.627787,0.743809,1,0.844145,0.24193,0.409091,0.227437,0.232738,0.227719,0.86442,0.000246,0,0.001647,0.000036,0.164307,0.4,0.094234,0.164307,Alejandro_Toledo
0.298849,0.132412,0.826624,0.26551,0.803525,0.494479,0.265033,0.545837,0.405036,0.559877,0.340915,0.152697,0.962643,1,0.844145,0.424856,0.506494,0.061932,0.310096,0.732173,0.811735,0.43324,0.000209,0.506087,0.287624,0.625882,0.4,1,0.625882,Alejandro_Toledo
0.093648,0.12062,0.625487,0.112115,0.379452,0.481473,0.109567,0.397977,0.510965,0.299559,0.407839,0.693681,0.687398,0.999748,0.84692,0.236889,0.493506,0.352095,0.181857,0.356357,0.932011,0.009967,0.051343,0.15847,0,0.154877,0.6,0.198261,0.154877,Alejandro_Toledo
0.029986,0.168658,0.769029,0.257948,0.240353,0.700462,0.255953,0.674169,0.758145,0.188901,0.523929,0.497496,0.892888,1,0.844145,0.422965,0.707792,0.133171,0.215061,0.22424,0.86601,0.65923,0.769546,0.78336,0.661381,0.316189,0.4,0.200579,0.316189,Alejandro_Toledo
0.153064,0.080631,0.534955,0.052436,0.494457,0.533759,0.050444,0.232456,0.310638,0.358893,0.291259,0.722492,0.558779,1,0.844145,0.126178,0.532468,0.394087,0.083865,0.349664,0.943881,0.488243,0.011303,0.39054,0.312169,0.154728,0.4,0.061494,0.154728,Alejandro_Toledo
0.097457,0.145364,0.380665,0.071316,0.363065,0.84546,0.067146,0.301066,0.475533,0.261697,0.440987,0.865088,0.412515,1,0.844145,0.166278,0.831169,0.263262,0.036877,0.296559,0.713265,0.977864,0.987084,0.97308,0.96314,0.153759,0.6,0.175926,0.153759,Alejandro_Toledo
0.005658,0.491805,0.711236,0.600925,0.138929,0.758609,0.592149,0.899803,0.939853,0.07328,0.765572,0.330659,0.970031,1,0.844145,0.729547,0.75974,0.051554,0.363943,0.313153,0.851228,0.686326,0.81791,0.774578,0.638559,0.328745,0.4,0.459678,0.328745,Alejandro_Toledo
0.074338,0.066843,0.796246,0.125527,0.382843,0.525904,0.125268,0.439728,0.513889,0.40628,0.314299,0.617505,0.758801,1,0.844145,0.254231,0.519481,0.179569,0.175977,0.129894,0.908098,0.34392,0.450565,0.000159,0.000024,0.250657,0.4,0.134912,0.250657,Alejandro_Toledo
0.016321,0.228354,0.786237,0.369423,0.182663,0.537752,0.366968,0.783802,0.852575,0.118722,0.603482,0.432043,0.932068,1,0.844145,0.538095,0.480519,0.094693,0.365918,0.196219,0.89408,0.300016,0.360597,0.00405,0.478731,0.427979,0.4,0.271401,0.427979,Alejandro_Toledo
0.184673,0.041013,0.452925,0.011855,0.586472,0.262953,0.010719,0.107772,0.214679,0.558926,0.180894,0.8701,0.222496,1,0.844145,0.037627,0.279221,0.189564,0.109884,0.301677,0.157884,0,0,0,0.000097,0.038744,0.6,0.070839,0.038744,Alejandro_Toledo
0.052831,0.24027,0.332773,0.119107,0.217853,0.639155,0.112074,0.450905,0.638008,0.149537,0.565811,0.781798,0.627453,1,0.844145,0.24153,0.61039,0.227965,0.127905,0.291882,0.931537,0.731989,0.694046,0.765283,0,0.123113,0.6,0.129685,0.123113,Alejandro_Toledo
0.022321,0.278665,0.545543,0.218204,0.191974,0.455773,0.211325,0.634044,0.803059,0.160126,0.644502,0.66679,0.795967,1,0.844145,0.378261,0.441558,0.091192,0.299367,0.13938,0.898248,0.219087,0.375089,0.000573,0.347294,0.216323,0.6,0.198488,0.216323,Alejandro_Toledo
0.070484,0.12066,0.458118,0.068516,0.319002,0.387879,0.06525,0.366247,0.546354,0.328572,0.42706,0.843427,0.490039,1,0.844145,0.158183,0.396104,0.107778,0.161835,0.190201,0.861684,0.009598,0.000074,0.000232,0,0.12226,0.8,0.195626,0.12226,Alejandro_Toledo
0.114721,0.115263,0.392926,0.054001,0.427499,0.604341,0.050703,0.268674,0.405013,0.375182,0.360318,0.818282,0.459479,1,0.844145,0.127432,0.603896,0.211599,0.065483,0.279791,0.90728,0.748354,0.710975,0.723751,0.770905,0.133413,0.6,0.092858,0.133413,Alejandro_Toledo
0.065613,0.157932,0.646444,0.158448,0.340251,0.585729,0.155228,0.502316,0.583674,0.228358,0.441159,0.572463,0.814032,1,0.844145,0.306152,0.571429,0.242471,0.187695,0.342106,0.915955,0.666527,0.655421,0.571721,0,0.132543,0.6,0.058193,0.132543,Alejandro_Toledo
0.071592,0.163304,0.456039,0.098308,0.297752,0.533349,0.093892,0.402915,0.577661,0.205351,0.497869,0.797034,0.581557,1,0.844145,0.213854,0.538961,0.219329,0.145587,0.216168,0.917811,0.016242,0,0.307938,0.000607,0.082267,0.6,0.068749,0.082267,Alejandro_Toledo
0.055987,0.151985,0.755873,0.222188,0.335696,0.531285,0.220246,0.533751,0.627134,0.298674,0.478371,0.581002,0.819326,1,0.844145,0.387211,0.571429,0.207995,0.26688,0.224595,0.882878,0.520777,0.369795,0.551888,0,0.10508,0.6,0.08132,0.10508,Alejandro_Toledo
0.040558,0.147182,0.685023,0.166403,0.236735,0.495769,0.163728,0.557655,0.692511,0.245823,0.499169,0.657717,0.777743,1,0.844145,0.310954,0.506494,0.123336,0.230025,0.137032,0.921913,0.038293,0.143589,0.262966,0.000218,0.238238,0.5,0.295103,0.238238,Alejandro_Toledo
0.02946,0.276294,0.850152,0.591548,0.265966,0.524219,0.590904,0.825747,0.801357,0.128235,0.626431,0.255931,0.974338,1,0.844145,0.734836,0.444805,0.083093,0.50989,0.353796,0.841942,0.351426,0,0.331382,0.163929,0.242569,0.4,0.178071,0.242569,Alejandro_Toledo
0.048405,0.186802,0.443614,0.111406,0.268781,0.449523,0.106303,0.459861,0.652577,0.236106,0.527852,0.810992,0.589434,1,0.844145,0.22953,0.454545,0.094287,0.190687,0.18028,0.923183,0.034798,0,0.00516,0,0.140399,0.6,0.08598,0.140399,Alejandro_Toledo
0.047529,0.20511,0.420965,0.118128,0.259052,0.434719,0.112431,0.465944,0.658905,0.180407,0.548894,0.794666,0.619517,1,0.844145,0.240864,0.448052,0.117487,0.206401,0.193191,0.920466,0.008749,0,0.002927,0,0.105597,0.6,0.104342,0.105597,Alejandro_Toledo
0.038194,0.28204,0.733599,0.372786,0.282573,0.269059,0.368321,0.723718,0.766893,0.156351,0.599857,0.403626,0.933311,1,0.844145,0.541488,0.201299,0.064228,0.59486,0.366841,0.824062,0.056061,0,0.01121,0.041495,0.141215,0.6,0.119204,0.141215,Alejandro_Toledo
0.00707,0.50097,0.501291,0.367084,0.083593,0.637702,0.354108,0.775207,0.916288,0.069691,0.804722,0.545831,0.897748,1,0.844145,0.539746,0.649351,0.124895,0.312906,0.146325,0.927936,0.598961,0.002327,0.64598,0.490002,0.146867,0.6,0.087826,0.146867,Alejandro_Toledo
0.041022,0.350234,0.637581,0.347112,0.250867,0.607848,0.339603,0.701144,0.773834,0.114462,0.667287,0.443937,0.921156,1,0.844145,0.51784,0.584416,0.174966,0.311616,0.346371,0.911136,0.015172,0.602588,0.430084,0.590767,0.09744,0.6,0.068356,0.09744,Alvaro_Uribe
0.068944,0.147586,0.68283,0.166262,0.323489,0.730102,0.163569,0.498312,0.597377,0.236257,0.472871,0.617755,0.785786,1,0.844145,0.31985,0.746753,0.190987,0.147272,0.151837,0.811907,0.838266,0.840429,0.844823,0.862958,0.251559,0.4,0.157388,0.251559,Alvaro_Uribe
0.061499,0.154296,0.525771,0.109635,0.331789,0.458583,0.105752,0.457876,0.598364,0.261311,0.468203,0.697732,0.714492,1,0.844145,0.228879,0.454545,0.126125,0.183804,0.284023,0.902626,0.014606,0.000493,0.0136,0.007607,0.155762,0.6,0.207134,0.155762,Alvaro_Uribe
0.034597,0.155303,0.765234,0.234791,0.27046,0.374025,0.232929,0.675162,0.74757,0.183594,0.51002,0.478616,0.901302,1,0.844145,0.394533,0.383117,0.12266,0.365304,0.196969,0.868706,0.007801,0,0.00261,0.000036,0.201451,0.4,0.056937,0.201451,Alvaro_Uribe
0.03975,0.180481,0.721115,0.230591,0.247174,0.673078,0.227692,0.614157,0.724851,0.139117,0.545198,0.576654,0.846402,1,0.844145,0.393604,0.62987,0.163842,0.207083,0.133493,0.902223,0.69377,0.58652,0.623731,0.015931,0.135019,0.4,0.050732,0.135019,Alvaro_Uribe
0.146958,0.223416,0.875913,0.558533,0.538897,0.340763,0.559379,0.576779,0.52467,0.242257,0.44491,0.292031,0.94092,1,0.844145,0.71013,0.298701,0.280237,0.658352,0.535876,0.658191,0.001071,0.023061,0.094287,0.000522,0.140638,0.6,0.196255,0.140638,Alvaro_Uribe
0.031297,0.197996,0.651632,0.202046,0.233957,0.523882,0.198004,0.61581,0.74565,0.189945,0.560026,0.609913,0.831507,1,0.844145,0.355153,0.525974,0.098672,0.246336,0.167607,0.920639,0.426596,0.42855,0.525615,0,0.185188,0.7,0.238471,0.185188,Alvaro_Uribe
0.050869,0.341514,0.623503,0.326248,0.30091,0.548748,0.318731,0.623926,0.723672,0.190263,0.646491,0.539706,0.869167,1,0.844145,0.497924,0.603896,0.128929,0.332568,0.34664,0.914061,0.064896,0.397584,0.284348,0.011381,0.123299,0.8,0.304732,0.123299,Alvaro_Uribe
0.035671,0.246388,0.66872,0.265792,0.257236,0.59391,0.260937,0.656859,0.730024,0.155765,0.568511,0.485478,0.897089,1,0.844145,0.436561,0.603896,0.203992,0.267965,0.288192,0.912296,0.615351,0.597663,0.643065,0.000315,0.261614,0.6,0.24309,0.261614,Alvaro_Uribe
0.025588,0.180252,0.703105,0.216883,0.202456,0.391543,0.213767,0.65153,0.772564,0.197339,0.547247,0.57626,0.854711,1,0.844145,0.381847,0.38961,0.098663,0.344839,0.127052,0.875285,0.01687,0,0.005282,0.000061,0.369213,0.6,0.445456,0.369213,Alvaro_Uribe
0.088793,0.151624,0.521538,0.106226,0.403914,0.515911,0.102389,0.448382,0.557241,0.277038,0.443867,0.655156,0.742612,1,0.844145,0.221344,0.519481,0.110311,0.155972,0.358846,0.919185,0.019971,0.08913,0.213164,0.093897,0.184783,0.6,0.27005,0.184783,Alvaro_Uribe
0.01918,0.254414,0.815264,0.462333,0.258888,0.489969,0.460404,0.870426,0.868182,0.136904,0.616144,0.279786,0.974433,1,0.844145,0.618832,0.480519,0.072325,0.453984,0.287273,0.861684,0.318498,0.240144,0.427986,0.539736,0.197143,0.4,0.062927,0.197143,Alvaro_Uribe
0.068787,0.141175,0.862795,0.341474,0.464451,0.59849,0.34191,0.723154,0.646692,0.243946,0.425032,0.204652,0.971487,1,0.844145,0.514449,0.623377,0.175765,0.314326,0.45031,0.851327,0.708917,0.533662,0.420899,0.65364,0.304877,0.2,0.121219,0.304877,Alvaro_Uribe
0.090082,0.120346,0.729545,0.160623,0.544085,0.419981,0.158884,0.53939,0.52859,0.321661,0.35277,0.400423,0.899086,1,0.844145,0.307681,0.435065,0.160313,0.261537,0.359433,0.822103,0.25044,0.266825,0.291886,0.267957,0.169435,0.4,0.053277,0.169435,Alvaro_Uribe
0.005758,0.456711,0.628653,0.444036,0.129003,0.56003,0.434028,0.817924,0.921588,0.089533,0.746401,0.450724,0.937233,1,0.844145,0.608927,0.525974,0.051639,0.40172,0.271928,0.882629,0.31931,0.247593,0.529896,0,0.178161,0.6,0.21984,0.178161,Alvaro_Uribe
0.072943,0.155796,0.596499,0.134445,0.393365,0.453876,0.130913,0.497583,0.579933,0.297648,0.449136,0.587849,0.805454,1,0.844145,0.268149,0.454545,0.139937,0.21667,0.407913,0.884906,0.015984,0.16979,0.000049,0.000012,0.184119,0.6,0.182956,0.184119,Alvaro_Uribe
0.04288,0.263396,0.646413,0.266839,0.295174,0.6832,0.261348,0.607639,0.694102,0.168441,0.552515,0.526492,0.869814,1,0.844145,0.439073,0.688312,0.28216,0.232255,0.400479,0.84753,0.76093,0.87243,0.798107,0.689444,0.303752,0.6,0.369374,0.303752,Alvaro_Uribe
0.115008,0.18774,0.948718,0.80858,0.381637,0.391163,0.814912,0.820441,0.748597,0.160045,0.527041,0.172932,0.98543,1,0.844145,0.886621,0.292208,0.104639,0.750736,0.402401,0.75072,0.010779,0,0.160544,0.125443,0.320862,0.4,0.163747,0.320862,Alvaro_Uribe
0.045979,0.139484,0.692815,0.162018,0.353828,0.401238,0.159566,0.572421,0.665862,0.282446,0.441632,0.566711,0.838373,1,0.844145,0.305905,0.396104,0.092058,0.274099,0.267008,0.839655,0.017227,0.085818,0.001232,0,0.121366,0.6,0.082386,0.121366,Alvaro_Uribe
0.027482,0.161172,0.714402,0.201484,0.233451,0.472559,0.198848,0.632858,0.756471,0.223037,0.514948,0.605941,0.832873,1,0.844145,0.35623,0.461039,0.062067,0.272415,0.142296,0.863671,0.388734,0.250018,0.370377,0,0.1692,0.6,0.094576,0.1692,Alvaro_Uribe
0.086608,0.095653,0.682196,0.106931,0.431945,0.431601,0.105258,0.436881,0.520597,0.396791,0.379964,0.62433,0.756587,1,0.844145,0.224552,0.448052,0.171055,0.193626,0.209098,0.89105,0.014741,0.025561,0.00805,0.003822,0.191803,0.5,0.110816,0.191803,Alvaro_Uribe
0.052482,0.143782,0.59085,0.121522,0.257645,0.660361,0.118239,0.480767,0.638217,0.206061,0.486112,0.729146,0.691976,1,0.844145,0.251004,0.655844,0.164157,0.126931,0.20638,0.880006,0.811675,0.832586,0.750232,0.734725,0.10289,0.6,0.078438,0.10289,Alvaro_Uribe
0.052686,0.225792,0.556493,0.179455,0.289521,0.643016,0.173973,0.564797,0.670426,0.212891,0.552412,0.604075,0.815942,1,0.844145,0.331686,0.662338,0.132927,0.182518,0.268064,0.905387,0.743555,0.000037,0.736644,0.670056,0.154767,0.6,0.19109,0.154767,Alvaro_Uribe
0.025193,0.251108,0.803418,0.434926,0.333664,0.536812,0.432674,0.791248,0.792755,0.233573,0.543453,0.31835,0.960227,1,0.844145,0.604062,0.545455,0.117641,0.413524,0.446744,0.873578,0.387688,0.06011,0.552108,0.283657,0.257002,0.4,0.10494,0.257002,Alvaro_Uribe
0.081194,0.092505,0.879588,0.262683,0.507298,0.422587,0.263694,0.644801,0.602394,0.26924,0.350269,0.297351,0.945906,1,0.844145,0.428997,0.37013,0.141835,0.355841,0.374634,0.756064,0.248816,0.001133,0.293618,0.117362,0.264321,0.4,0.112046,0.264321,Alvaro_Uribe
0.016437,0.408693,0.700617,0.484607,0.227173,0.547658,0.477114,0.797238,0.85521,0.134627,0.701182,0.396966,0.946343,1,0.844145,0.645529,0.590909,0.106828,0.435107,0.296962,0.887323,0.028141,0,0.351922,0.441179,0.247543,0.6,0.203997,0.247543,Alvaro_Uribe
0.020221,0.263423,0.798381,0.444818,0.248468,0.633454,0.442254,0.854343,0.845079,0.132587,0.608092,0.275875,0.973542,1,0.844145,0.606856,0.62987,0.092899,0.353129,0.343211,0.860006,0.672114,0.661861,0.625159,0.631521,0.162266,0.4,0.067843,0.162266,Alvaro_Uribe
0.018451,0.249476,0.775013,0.384735,0.20898,0.516934,0.381719,0.8066,0.839153,0.135283,0.59896,0.352142,0.95624,1,0.844145,0.555571,0.5,0.108661,0.388003,0.25235,0.8783,0.252224,0.093378,0.275371,0.108032,0.171347,0.4,0.148146,0.171347,Alvaro_Uribe
0.02457,0.409775,0.82947,0.778357,0.317016,0.579836,0.775655,0.878524,0.836321,0.138543,0.669446,0.194537,0.987136,1,0.844145,0.861558,0.584416,0.01081,0.552114,0.458671,0.791475,0.537659,0.002229,0.490047,0.309209,0.127981,0.6,0.075819,0.127981,Alvaro_Uribe
0.017087,0.317226,0.781994,0.498637,0.251022,0.756606,0.494891,0.847317,0.85657,0.124487,0.640094,0.300703,0.969794,1,0.844145,0.656934,0.74026,0.107227,0.325708,0.356875,0.832417,0.709533,0.795169,0.776042,0.700182,0.246405,0.4,0.116232,0.246405,Alvaro_Uribe
0.797223,0.094618,0.901684,0.310369,0.734401,0.713826,0.312083,0.396878,0.341795,0.340305,0.325159,0.338848,0.89751,1,0.844145,0.478316,0.649351,0.089214,0.241929,0.411475,0.830108,0.778403,0.747174,0.666057,0.69522,0.125549,0.6,0.143404,0.125549,Alvaro_Uribe
0.042014,0.313794,0.468755,0.209872,0.224715,0.53265,0.201506,0.557865,0.713144,0.166127,0.647757,0.675671,0.772333,1,0.844145,0.367229,0.558442,0.22316,0.250686,0.25736,0.960485,0.512852,0.571696,0.538861,0.488158,0.101917,0.8,0.209891,0.101917,Alvaro_Uribe
0.019312,0.210191,0.830021,0.413608,0.266,0.267364,0.412578,0.803297,0.832632,0.214463,0.564497,0.372,0.949255,1,0.844145,0.578593,0.298701,0.052105,0.634291,0.232782,0.813524,0.006694,0.1404,0.000329,0,0.287531,0.4,0.1587,0.287531,Alvaro_Uribe
0.00759,0.367788,0.710481,0.449141,0.17915,0.601717,0.442636,0.848313,0.914451,0.112001,0.691565,0.396495,0.951525,1,0.844145,0.60672,0.590909,0.053666,0.373249,0.228601,0.894028,0.584134,0.516868,0.591286,0.659719,0.306147,0.4,0.160885,0.306147,Alvaro_Uribe
0.043842,0.198474,0.833752,0.39884,0.383212,0.631882,0.398017,0.744995,0.73364,0.254671,0.506114,0.311818,0.956416,1,0.844145,0.561677,0.668831,0.073719,0.327515,0.385213,0.851228,0.743199,0.590128,0.607631,0.75438,0.196372,0.4,0.046878,0.196372,Alvaro_Uribe
0.068327,0.334895,0.790379,0.542909,0.368924,0.402838,0.539212,0.739589,0.685927,0.180688,0.575328,0.226396,0.971913,1,0.844145,0.693105,0.305195,0.088952,0.583429,0.618025,0.711659,0.319359,0.106491,0.226959,0,0.262598,0.4,0.191919,0.262598,Amelie_Mauresmo
0.025758,0.425399,0.603246,0.38709,0.243495,0.558949,0.377349,0.765001,0.806987,0.147835,0.660341,0.385388,0.944227,1,0.844145,0.552867,0.584416,0.116801,0.364624,0.384588,0.899462,0.576358,0.515637,0.595738,0.669219,0.328304,0.4,0.220257,0.328304,Amelie_Mauresmo
0.03233,0.245966,0.771369,0.373358,0.33001,0.629428,0.37029,0.773636,0.769565,0.207578,0.549148,0.307152,0.961466,1,0.844145,0.53664,0.61039,0.087225,0.314725,0.447449,0.856594,0.649067,0.622904,0.670558,0.692635,0.154767,0.4,0.066012,0.154767,Amelie_Mauresmo
0.024926,0.247211,0.846682,0.521376,0.27502,0.486986,0.520695,0.848194,0.82084,0.206491,0.579283,0.252532,0.976127,1,0.844145,0.664965,0.519481,0.063562,0.488868,0.352434,0.814123,0.421748,0.313009,0.523712,0,0.295305,0.4,0.119242,0.295305,Amelie_Mauresmo
0.045432,0.142996,0.846279,0.314613,0.396551,0.277909,0.314537,0.713495,0.715027,0.314428,0.451449,0.342196,0.946763,1,0.844145,0.477703,0.253247,0.048758,0.526506,0.445365,0.774831,0.001194,0.000406,0,0.115882,0.266259,0.2,0.102348,0.266259,Amelie_Mauresmo
0.037017,0.160915,0.81725,0.303545,0.378316,0.340176,0.302598,0.73719,0.73731,0.308364,0.46065,0.334423,0.950509,1,0.844145,0.46862,0.324675,0.064024,0.457917,0.383361,0.789363,0.25781,0,0.284312,0.137721,0.274648,0.4,0.099745,0.274648,Amelie_Mauresmo
0.032609,0.255432,0.784371,0.407678,0.317197,0.457444,0.40481,0.793874,0.798325,0.178166,0.579537,0.316744,0.961925,1,0.844145,0.571277,0.383117,0.050521,0.44546,0.407499,0.814108,0.367889,0,0.42529,0.258748,0.197727,0.4,0.107341,0.197727,Amelie_Mauresmo
0.07977,0.250483,0.754028,0.356287,0.430655,0.485428,0.352764,0.698912,0.646829,0.206024,0.541581,0.250694,0.964089,1,0.844145,0.522449,0.461039,0.123226,0.387605,0.490179,0.84587,0.315705,0,0.311305,0.156637,0.194124,0.4,0.059219,0.194124,Amelie_Mauresmo
0.030401,0.268779,0.765066,0.397055,0.271982,0.519552,0.393499,0.758845,0.777434,0.199333,0.59684,0.368995,0.944698,1,0.844145,0.558431,0.564935,0.117309,0.390619,0.371153,0.894028,0.556141,0.493955,0.000598,0.001589,0.225046,0.4,0.051675,0.225046,Amelie_Mauresmo
0.034438,0.186756,0.750917,0.26506,0.251716,0.402606,0.262486,0.685335,0.761546,0.230553,0.539024,0.495405,0.895093,1,0.844145,0.429358,0.415584,0.091087,0.375073,0.240175,0.875168,0.16534,0.000099,0.012661,0,0.238578,0.4,0.166566,0.238578,Amelie_Mauresmo
0.503879,0.158441,0.681741,0.176889,0.931467,0.540562,0.173953,0.248161,0.135473,0.602207,0.266362,0.320165,0.867293,1,0.844145,0.320953,0.61039,0.060923,0.215599,0.921433,0.804894,0.675374,0,0.637149,0.520214,0.135052,0.6,0.149192,0.135052,Amelie_Mauresmo
0.032932,0.189824,0.731806,0.250974,0.281913,0.550917,0.248051,0.680332,0.756925,0.197383,0.538295,0.495907,0.896317,1,0.844145,0.41119,0.512987,0.073778,0.272166,0.266591,0.887886,0.437375,0,0.488632,0.324351,0.240708,0.6,0.161312,0.240708,Amelie_Mauresmo
0.077634,0.142119,0.659227,0.14735,0.410651,0.522717,0.144555,0.501275,0.555903,0.346201,0.420902,0.541335,0.833347,1,0.844145,0.280896,0.545455,0.146564,0.195805,0.336529,0.875347,0.490704,0.486863,0,0.000049,0.210174,0.4,0.069916,0.210174,Amelie_Mauresmo
0.023084,0.394128,0.710931,0.481175,0.27041,0.447459,0.474184,0.845843,0.850092,0.157538,0.654493,0.291664,0.971162,1,0.844145,0.631062,0.480519,0.053329,0.497044,0.448401,0.858465,0.436501,0.260004,0.415227,0,0.182098,0.6,0.055757,0.182098,Amelie_Mauresmo
0.044433,0.273044,0.671978,0.296901,0.365367,0.267083,0.291533,0.705537,0.729673,0.215711,0.561489,0.373597,0.939755,1,0.844145,0.464002,0.272727,0.127282,0.528785,0.557921,0.747854,0.005537,0,0,0,0.36682,0.4,0.349143,0.36682,Amelie_Mauresmo
0.041166,0.163308,0.87764,0.4224,0.356505,0.559104,0.423317,0.798457,0.741696,0.213326,0.474644,0.20456,0.97929,1,0.844145,0.580565,0.480519,0.08236,0.380397,0.452722,0.791402,0.417675,0.000505,0.437756,0.224581,0.229018,0.4,0.041521,0.229018,Amelie_Mauresmo
